id,name,co_authors,papers,num_co_authors,num_papers,community
1127829,Mechelle Gittens,"['21949', '32742', '110826', '313113', '322482', '363666', '451960', '604193', '604194', '619636', '744296', '755801', '914843', '1086412', '1115250', '1138511', '1227989', '1345050', '1395749', '1524333', '1619292', '1839731', '1840001', '1900959']","['573698086e3b12023e6e0338', '5736985a6e3b12023e72016f', '573697106e3b12023e6099b0', '5736966e6e3b12023e57b386', '573695496e3b12023e476540', '555037687cea80f95418647a', '573698086e3b12023e6e03f8', '573697106e3b12023e609998', '573698206e3b12023e6f3038', '573698236e3b12023e6f55b0', '573698406e3b12023e70a5ad', '573695486e3b12023e475a91', '573697f86e3b12023e6d1f48', '573698086e3b12023e6e0297', '573698206e3b12023e6f2e06', '555036f47cea80f954169859', '573697d96e3b12023e6b77ea', '5736985a6e3b12023e7204be', '5736963b6e3b12023e54833a', '5736966e6e3b12023e57b121', '573698086e3b12023e6e036e', '573698236e3b12023e6f54f3', '5843777aac44360f10840eb7']",24,23,4065.0
1138902,Michael A. Picheny,"['20811', '26493', '104858', '137606', '147875', '170005', '195066', '226628', '227668', '306863', '327999', '368594', '442306', '454953', '515274', '541014', '543089', '706685', '766881', '808372', '894696', '957757', '1041737', '1083622', '1093354', '1141225', '1176969', '1201304', '1277055', '1278252', '1282523', '1283160', '1319539', '1325324', '1342691', '1377981', '1384708', '1391132', '1419021', '1422224', '1458952', '1468531', '1479802', '1566533', '1602072', '1627929', '1644354', '1748866']","['555037557cea80f954182347', '555037557cea80f954182016', '573697876e3b12023e66dbd3', '555037557cea80f954182163', '555037557cea80f954182806', '573696ff6e3b12023e5f9da8', '5736958b6e3b12023e4ac2ee', '573696456e3b12023e552752', '555037577cea80f954182dcd', '573696ff6e3b12023e5fa091', '555037557cea80f95418166f', '573698186e3b12023e6ec73d', '555037557cea80f954181edb', '5736958b6e3b12023e4abe51', '5736978a6e3b12023e67030c', '5736958b6e3b12023e4ac0bc', '5736958b6e3b12023e4abed0', '573698186e3b12023e6ec763', '573696456e3b12023e55116a', '5736958b6e3b12023e4ab953']",48,20,1349.0
1139279,Michael Anthony Bauer,"['52126', '81228', '105695', '192790', '465889', '604193', '604194', '709032', '1145384', '1145776', '1591579', '1597656']","['57d0640bac4436735429a779', '57a4e92bac44365e35c9ae37', '57d06402ac443673542990c1', '58d8303ad649053542fe6d2f', '5843774eac44360f1083a5fa']",12,5,4065.0
1144204,Michael Houle,"['36433', '52336', '108468', '122462', '135151', '196549', '256485', '261439', '295889', '360162', '631446', '726170', '756826', '765586', '853806', '963103', '964707', '965323', '1115864', '1145496', '1322952', '1555949', '1559742', '1730464', '1771151']","['555037787cea80f954189700', '573696ec6e3b12023e5ea699', '57a4e91dac44365e35c986c5', '573695a66e3b12023e4c500c', '58d83028d649053542fe4cf2', '58437725ac44360f1082f7ff']",25,6,6148.0
1145384,Michael James Katchabaw,"['105695', '604193', '732071', '1128271', '1138511', '1139279', '1591579']","['573695c36e3b12023e4dd833', '57d0640bac4436735429a779', '555037a17cea80f9541933d6', '573698086e3b12023e6e00d9', '573698086e3b12023e6e037a']",7,5,4065.0
1145437,Michael Jenkins,"['122190', '214440', '297379', '405707', '545077', '718709', '819325', '871742', '964533', '1009560', '1093127', '1232849', '1235204', '1409545', '1428909', '1432296', '1596379', '1870845']","['573696d66e3b12023e5d5dcd', '555037ba7cea80f95419734a', '573697226e3b12023e61520e', '5736985d6e3b12023e72410e', '58437737ac44360f10832689', '5843773eac44360f108342a9', '555037d67cea80f95419c3c7', '573696a26e3b12023e5aa2b0', '555036d47cea80f95415b4b9']",18,9,7793.0
1149978,Michael S. Vogelius,"['466676', '594969', '665411', '885186', '1080841', '1092486', '1093836', '1220525']","['555036d17cea80f954159ae6', '57d0637cac44367354287d0a', '57d0637cac44367354287b17']",8,3,10998.0
1157675,Michelle S. Beard,"['122462', '184428', '372918', '429888', '456136', '757368', '765586', '816219', '853806', '914759', '1002604', '1049106', '1114911', '1147088', '1214572', '1234422', '1296956', '1420620', '1492567', '1504698']","['573696456e3b12023e5518dd', '5736987e6e3b12023e73e580', '573697ac6e3b12023e68f4ad', '5736978a6e3b12023e670e1f', '5736987e6e3b12023e73e79a', '573697666e3b12023e64d7ac', '5736960c6e3b12023e51fd61']",20,7,6148.0
1163442,Mike McRoberts,"['4604', '138576', '164480', '319026', '340769', '481086', '484517', '925527', '1297483', '1522221', '1522292', '1825601']","['5843778eac44360f10844a15', '573698846e3b12023e7435a8', '58d8303fd649053542fe7bf3', '58d82fecd649053542fdc5bf', '573698086e3b12023e6e00c0']",12,5,4065.0
1165773,Mikyoung Lim,"['435620', '439022', '466676', '513122', '594969', '595074', '665411', '667566', '821983', '836645', '885186', '922075', '930063', '1261568', '1336174', '1491371']","['573696396e3b12023e5457eb', '5736964e6e3b12023e55abc0', '5736986e6e3b12023e731414', '573696306e3b12023e53e9f2', '57d0637cac44367354287e21', '573695a06e3b12023e4befa8', '5736964e6e3b12023e55a9d0', '573696976e3b12023e5a054b', '573696316e3b12023e53f002', '573696976e3b12023e5a09bf']",16,10,10998.0
1173219,Mingzhong Cai,"['134698', '692897', '801723', '834001', '1080452', '1371888', '1406385', '1430270', '1586237', '1709141']","['573696766e3b12023e5822b0', '57a4e92bac44365e35c9aca6', '555036d37cea80f95415a5fa', '5736966f6e3b12023e57c293', '555036d47cea80f95415b825', '573696266e3b12023e536c96', '573697336e3b12023e6236c9', '5843771fac44360f1082e9a2', '573695f46e3b12023e50901c', '573695f36e3b12023e508383', '573696266e3b12023e536ce2']",10,11,7789.0
1176969,Miroslav Novak,"['104269', '104858', '187861', '195066', '206993', '333822', '368594', '391284', '393615', '442306', '544979', '614375', '735887', '752763', '766881', '830331', '891680', '957757', '975200', '982431', '1083622', '1093354', '1138902', '1148707', '1201304', '1282523', '1304669', '1308535', '1308564', '1310331', '1372794', '1380342', '1384708', '1409047', '1458952', '1479802', '1501317', '1505178', '1626638', '1741308', '1784102']","['573696fc6e3b12023e5f7b4d', '573698046e3b12023e6dd4f8', '573696fe6e3b12023e5f9192', '573696fd6e3b12023e5f870d', '573697016e3b12023e5fb3f8', '573696ff6e3b12023e5fa02d', '555037557cea80f954182806', '573696fd6e3b12023e5f891f', '5736978b6e3b12023e670f2b', '573696fd6e3b12023e5f8318', '573697016e3b12023e5fb40f', '573696fc6e3b12023e5f7af1', '573696c66e3b12023e5c66a3', '5736978a6e3b12023e6707c3', '573696fc6e3b12023e5f7bdd', '573697886e3b12023e66ea20', '573696fc6e3b12023e5f779d', '573697006e3b12023e5facf6', '573697006e3b12023e5fadb7']",41,19,1349.0
1178794,Mitsunori Ogiwara,"['50091', '54187', '132459', '151727', '453350', '781474', '804113', '958744', '1095517', '1272221', '1405773', '1406752', '1407187', '1510600', '1589544', '1596368', '1666994', '1711151', '1731579', '1826628']","['573697f56e3b12023e6cf849', '573695626e3b12023e489018', '573696e16e3b12023e5e09a2', '573696796e3b12023e585c71', '5736976e6e3b12023e655864', '573697f56e3b12023e6cf4be', '573695fa6e3b12023e50e826', '573696b36e3b12023e5b65c3', '573697f56e3b12023e6cf5d8', '5736976e6e3b12023e6556b3', '5736967c6e3b12023e588908', '5736967c6e3b12023e588666', '573697f56e3b12023e6cf696', '573697f56e3b12023e6cf66d', '573698616e3b12023e7276dc', '5736973a6e3b12023e629dd9', '573697f56e3b12023e6cf5bf', '573696ca6e3b12023e5cb0e1', '573697f56e3b12023e6cf80e', '573695fa6e3b12023e50e5c4', '573696a16e3b12023e5a88f4', '573697f56e3b12023e6cf863', '5736967c6e3b12023e58876f']",20,23,17944.0
1201304,Mukund Padmanabhan,"['26493', '104269', '195066', '206993', '213697', '252069', '367119', '368594', '422910', '442306', '533449', '541430', '544979', '752763', '758324', '766881', '787585', '856311', '870984', '913059', '926686', '957757', '982431', '1082762', '1093354', '1138902', '1148707', '1176969', '1282523', '1319122', '1325324', '1326778', '1338080', '1342691', '1384708', '1419021', '1447922', '1458952', '1479802', '1492903', '1501317', '1502457', '1505178', '1682186', '1869548']","['555037577cea80f954182d93', '573695806e3b12023e4a1da9', '573696ff6e3b12023e5f9ca4', '573696ff6e3b12023e5f98d0', '573696c56e3b12023e5c5d98', '555037557cea80f954181b5c', '555037557cea80f954182016', '573696fd6e3b12023e5f8431', '573696ff6e3b12023e5fa3ec', '5736958b6e3b12023e4ac210', '573696fd6e3b12023e5f8143', '573696ff6e3b12023e5f9cbc', '573696d96e3b12023e5d9138', '573697896e3b12023e66f02e', '573697886e3b12023e66e888', '555037557cea80f954181990', '573695486e3b12023e4758a3', '555037557cea80f954182806', '573697016e3b12023e5fb24c', '573697006e3b12023e5fa6c4', '573697b96e3b12023e69b205', '573695706e3b12023e4940f8', '555037557cea80f95418166f', '555037557cea80f954181edb', '555037557cea80f9541821c8', '5736978a6e3b12023e670b0b', '573697ba6e3b12023e69be63', '5736958b6e3b12023e4abc65', '555037577cea80f954182e19', '573696456e3b12023e551d1d', '57d063e0ac44367354294443', '573697876e3b12023e66dde7', '573696fc6e3b12023e5f7bc0', '573696ff6e3b12023e5f9acd', '5736958b6e3b12023e4abae0', '5736958b6e3b12023e4ab953', '5736986b6e3b12023e72fed3', '5736958b6e3b12023e4abf4e', '573696fc6e3b12023e5f805e', '573697866e3b12023e66caa8', '573696fe6e3b12023e5f92d4', '573696fc6e3b12023e5f7e27', '573696fd6e3b12023e5f8b8e', '5736958b6e3b12023e4abdfd', '573696fe6e3b12023e5f8d00']",45,45,1349.0
1202837,Murilo S. de Camargo,"['320417', '625195', '752521', '992100', '1004561', '1059273', '1070143', '1077280', '1121578', '1307638', '1405029', '1427626', '1428261', '1752883']","['573697c06e3b12023e6a105b', '573698376e3b12023e705483', '573698386e3b12023e7063a8', '5736971f6e3b12023e61275f', '573698376e3b12023e705885', '5736969d6e3b12023e5a5e49']",14,6,7793.0
1212798,Nabil Schear,"['28815', '59825', '76324', '85072', '117207', '138677', '141842', '143375', '209067', '219905', '367554', '369662', '447264', '541219', '596475', '620449', '765586', '811904', '864287', '918085', '1125888', '1151771', '1229401', '1243078', '1295897', '1298391', '1322952', '1354096', '1421599', '1424345', '1486206', '1573359', '1583165', '1664391', '1664831', '1730464', '1807078']","['573696e16e3b12023e5e01a1', '5736982c6e3b12023e6fe3d3', '573697686e3b12023e64f81f', '58d83045d649053542fe86de', '573697e66e3b12023e6c39d4', '5736986a6e3b12023e72f4ad', '5736967d6e3b12023e58933a', '58437725ac44360f108301b1', '5736956b6e3b12023e4905dc', '555037687cea80f954186120', '555037687cea80f95418614d', '555036d47cea80f95415b658', '573696016e3b12023e514bc7']",37,13,6148.0
1214572,Nadya T. Bliss,"['52336', '107892', '108468', '122462', '135151', '168403', '184428', '256485', '261439', '372918', '385157', '456136', '464161', '535471', '596437', '757368', '765586', '816219', '820234', '853806', '889729', '894469', '911982', '914759', '964602', '1002604', '1049106', '1114911', '1115864', '1147088', '1157675', '1234422', '1250298', '1296956', '1322952', '1417778', '1420620', '1492567', '1504698', '1708732', '1771151', '1771372', '1877058']","['573697ac6e3b12023e68f486', '573696456e3b12023e5518dd', '573697866e3b12023e66c54f', '5736978a6e3b12023e670e1f', '555036d77cea80f95415d89e', '555037787cea80f9541899d9', '5736978b6e3b12023e6714c6', '573698566e3b12023e71d87a', '573697ca6e3b12023e6aa262', '5736978a6e3b12023e670102', '573697b56e3b12023e69755d', '5736987e6e3b12023e73e580', '5736978a6e3b12023e670e59', '573696b26e3b12023e5b4c9f', '573697e56e3b12023e6c2ae4', '573697866e3b12023e66cda6', '5736986b6e3b12023e72f864', '573696586e3b12023e56510c', '5736978a6e3b12023e670474', '5736960c6e3b12023e51fd61', '555037747cea80f95418883a', '5736987e6e3b12023e73e79a', '573697666e3b12023e64d7ac', '573697886e3b12023e66e254']",43,24,6148.0
1214578,Nadya Travinin Bliss,"['52336', '184428', '456136', '487937', '555686', '596437', '765586', '816219', '853806', '914759', '1002604', '1114911', '1417778', '1492567', '1708732', '1735088', '1737820', '1813613']","['5736969c6e3b12023e5a5177', '573695886e3b12023e4a920a', '573695d56e3b12023e4ecdbe', '573698436e3b12023e70c361', '573697636e3b12023e64a69d', '5736969a6e3b12023e5a29f7']",18,6,6148.0
1220525,Naoufel Ben Abdallah,"['131381', '236736', '283308', '287014', '308828', '483575', '499932', '504406', '512802', '577236', '836893', '1080841', '1102270', '1149978', '1175627', '1182516', '1267439', '1372728', '1393282', '1761483', '1843677']","['573695ae6e3b12023e4ccb32', '5736963d6e3b12023e54a42f', '573695ae6e3b12023e4ccdca', '57a4e937ac44365e35c9d059', '5736963d6e3b12023e549d99', '5736964e6e3b12023e55a9b8', '573695ae6e3b12023e4ccae7', '573696976e3b12023e5a0951', '573695ae6e3b12023e4cc91b', '555036d17cea80f954159ae6', '573695ec6e3b12023e501ee5', '5736963e6e3b12023e54a91b', '573695ec6e3b12023e501f92']",21,13,10998.0
1220982,Naraphorn Haphuriwat,"['437658', '628772', '918157', '1727162', '1749790']","['573695936e3b12023e4b37c1', '573695b06e3b12023e4ceb17', '573696536e3b12023e560542', '573695996e3b12023e4b81fa']",5,4,13135.0
1221845,Narottam Chand,"['43348', '120231', '137795', '152941', '215878', '942448', '957735', '1051212', '1226909', '1346088', '1350099', '1384751', '1384763', '1602690', '1611143', '1735635', '1738730']","['573695ab6e3b12023e4c9cde', '5736965e6e3b12023e56b690', '573697f46e3b12023e6cea39', '5736979b6e3b12023e68180d', '5736959e6e3b12023e4bdc28', '573696a26e3b12023e5a96aa', '573698506e3b12023e717fb8', '5736973f6e3b12023e62e0b6', '573697c96e3b12023e6a8a0f', '573695906e3b12023e4b01a2', '57a4e8f1ac44365e35c93611', '573697f46e3b12023e6ce9ed', '573696786e3b12023e583ed3', '573695cf6e3b12023e4e8427', '573695906e3b12023e4b01a6', '57a4e912ac44365e35c96336', '573695a26e3b12023e4c0d79', '573698456e3b12023e70ef6b', '573695ff6e3b12023e513296', '573698016e3b12023e6da122', '573698016e3b12023e6da19c', '573697c96e3b12023e6a89aa', '573695cf6e3b12023e4e8434', '5736959c6e3b12023e4bc5cb', '573695906e3b12023e4b01f1', '573695cd6e3b12023e4e5cef', '573696a96e3b12023e5ae754', '573696626e3b12023e56eb64', '5736959c6e3b12023e4bc5e6', '573696a26e3b12023e5a9640', '5736981d6e3b12023e6f0c09', '573697f16e3b12023e6cc5e2', '555036d07cea80f9541591f3']",17,33,7102.0
1226789,Navdeep Kaur,"['25566', '87258', '117914', '171733', '378233', '611928', '612623', '742784', '885623', '942404', '1050254', '1051212', '1285995', '1291743', '1291749', '1343837', '1381442', '1384264', '1605929', '1713242', '1812004', '1812012']","['573696de6e3b12023e5dd893', '5736965a6e3b12023e5669be', '555036f07cea80f954167197', '573697536e3b12023e63d070', '573695546e3b12023e47e8a9', '573697536e3b12023e63d13f', '573698376e3b12023e705353', '555036cd7cea80f954158322', '573696bc6e3b12023e5bddc8', '573696126e3b12023e524737', '573696136e3b12023e5255d2', '573695616e3b12023e487b4d', '5736965a6e3b12023e56705f', '573696c66e3b12023e5c6769', '573697536e3b12023e63d0e4', '5736985c6e3b12023e722ae2', '573697136e3b12023e60a91f', '5736960d6e3b12023e520942', '5736984f6e3b12023e717bf1', '573696106e3b12023e522450', '5550379d7cea80f954192ce7']",22,21,7102.0
1226909,Naveen Chauhan,"['120231', '215878', '957735', '1051212', '1221845', '1346088', '1380062', '1380667', '1384763', '1602690', '1738730']","['573695cd6e3b12023e4e5cef', '573695906e3b12023e4b01f1', '5736965e6e3b12023e56b690', '573697c96e3b12023e6a8a0f', '573697f46e3b12023e6cea39', '573698456e3b12023e70ef6b', '573695cf6e3b12023e4e8427', '573695906e3b12023e4b01a6', '57a4e912ac44365e35c96336', '58d82fecd649053542fdc340', '573696816e3b12023e58d41b', '573697f46e3b12023e6cea0f', '573697c96e3b12023e6a89aa', '573696c66e3b12023e5c68d6', '555036d07cea80f9541591f3']",11,15,7102.0
1241311,Nidhi Bansal,"['86973', '1051212', '1345361', '1384763', '1388351', '1627361']","['573695a86e3b12023e4c6e2e', '573698726e3b12023e733594', '573696006e3b12023e51409d', '573695716e3b12023e495791', '5736960d6e3b12023e5203f9', '573697346e3b12023e624bc1']",6,6,7102.0
1245882,Nilesh Ukey,"['72163', '942448', '1379975', '1718116']","['5736969a6e3b12023e5a2b0a', '573697366e3b12023e626a6f']",4,2,7102.0
1246043,Niloufar Salehi,"['72793', '107892', '311531', '339787', '423665', '467920', '723755', '844806', '939882', '984895', '1133386', '1149719', '1157681', '1195335', '1455029', '1494666', '1499226', '1524554', '1593056', '1803971']","['58d8303ad649053542fe6fb5', '555037157cea80f954172516', '573698556e3b12023e71cdd2', '58d82fa5d649053542fcff4a', '57d063bdac4436735428f43b', '58437725ac44360f1082f741', '58d8303ad649053542fe6fb4', '573696e46e3b12023e5e34f8', '573696086e3b12023e51bbe6', '58d82fa5d649053542fcff42']",20,10,6148.0
1250370,Noam Greenberg,"['112590', '134698', '136087', '151256', '175196', '236532', '281295', '343981', '350320', '361966', '381481', '510909', '581303', '803257', '834001', '916825', '965388', '1318750', '1406385', '1429859', '1430270', '1476828', '1478579', '1586237']","['573696af6e3b12023e5b318c', '573697336e3b12023e6235bb', '573695ce6e3b12023e4e6f02', '573695f46e3b12023e508fe9', '573696266e3b12023e536d12', '555036d37cea80f95415a5b7', '555036d37cea80f95415a5b0', '573695f46e3b12023e508c60', '573696576e3b12023e563d18', '573695f46e3b12023e508ba4', '573695f46e3b12023e508c62', '573696566e3b12023e5631c9', '555036d37cea80f95415a5c8', '573696756e3b12023e581f69', '573697f66e3b12023e6d058f', '573696266e3b12023e536b22', '555036f17cea80f954167d15', '573695f46e3b12023e508dbb', '573696756e3b12023e581f31', '573695f46e3b12023e508d5d', '555036d37cea80f95415a5c9', '573695fa6e3b12023e50e6d2', '5736988d6e3b12023e74b43a', '573696326e3b12023e53fa6e']",24,24,7789.0
1253313,Norbert Fischer,"['65252', '66560', '477398', '1093296', '1322776', '1601583', '1660299']","['58d83051d649053542fea25e', '58437722ac44360f1082f145']",7,2,17944.0
1263204,Oleg Pikhurko,"['50168', '54752', '61828', '65252', '105085', '107109', '109244', '110972', '137851', '172898', '189301', '223392', '236553', '247948', '311706', '387705', '429598', '445798', '490990', '571366', '625077', '628946', '720103', '736379', '763831', '767897', '800906', '801358', '813564', '866946', '917520', '934195', '1046314', '1111511', '1161635', '1165679', '1263370', '1315708', '1339276', '1397563', '1610554', '1643617', '1650999', '1682935', '1685561', '1727813', '1880466', '1880467', '1899192']","['573695986e3b12023e4b7dd1', '5736964d6e3b12023e55a101', '573696686e3b12023e57563a', '573696376e3b12023e544114', '573695cf6e3b12023e4e84c6', '573695646e3b12023e48a1c5', '573696696e3b12023e575f66', '573696376e3b12023e544614', '573696076e3b12023e51a442', '573696196e3b12023e52b9a5', '555036be7cea80f95414fb7e', '5736962e6e3b12023e53c5b1', '573696326e3b12023e53fae2', '5736961a6e3b12023e52c239', '5736962f6e3b12023e53d023', '573696376e3b12023e544367', '573696756e3b12023e5820d0', '5736964d6e3b12023e55a1b1', '573696326e3b12023e53fa9f', '573695d26e3b12023e4ea1f1', '573695c66e3b12023e4e0181', '573696376e3b12023e5446bd', '573695c66e3b12023e4e04e0', '573695d06e3b12023e4e8807', '573696676e3b12023e574d95', '555036f47cea80f954169930', '573695f46e3b12023e5090cb', '5736964d6e3b12023e559bb6', '573695846e3b12023e4a65cc', '58d82fdbd649053542fd93e0', '555036be7cea80f95414fba5', '573696056e3b12023e518de9', '573696206e3b12023e531007', '555036bd7cea80f95414f1d3', '573695676e3b12023e48c4cd', '573696206e3b12023e530f73', '555036c17cea80f9541519e2', '573695d26e3b12023e4ea19d', '573696206e3b12023e53230e', '5736963f6e3b12023e54b673', '573696206e3b12023e5310ad', '5736963e6e3b12023e54adeb', '5736963e6e3b12023e54b1f5', '573695646e3b12023e48a41d', '573696206e3b12023e5313a5', '5736963e6e3b12023e54b17b', '573696406e3b12023e54c280', '58d82fbdd649053542fd332b', '573696376e3b12023e5441d4', '5736964d6e3b12023e559b42', '573695d26e3b12023e4ea19b', '573695d06e3b12023e4e8860', '5736966a6e3b12023e576984', '573695d26e3b12023e4ea3f6', '5736960b6e3b12023e51e470', '573695d26e3b12023e4ea229', '573696676e3b12023e574b8c', '573696206e3b12023e53109d', '5736963e6e3b12023e54b349', '573696866e3b12023e591eda', '5736961a6e3b12023e52c2fa', '5736963f6e3b12023e54b713', '573696696e3b12023e57605f', '573696326e3b12023e53f989', '573695cf6e3b12023e4e8544', '5736963f6e3b12023e54bf2c', '573695d06e3b12023e4e8614', '573696676e3b12023e574e1d', '5736964d6e3b12023e55a065', '573695ae6e3b12023e4cbe10']",49,70,17944.0
1263370,Oleg Verbitsky,"['50168', '65252', '66560', '101311', '179461', '290897', '311706', '477398', '509401', '537173', '585980', '625077', '763831', '800906', '801358', '804113', '940488', '1045634', '1093656', '1111511', '1161635', '1243899', '1263204', '1386766', '1507903', '1595666', '1644496', '1682935', '1685561', '1709277', '1731579', '1780287', '1820916']","['5736976e6e3b12023e655358', '573696626e3b12023e56e61e', '573695636e3b12023e489865', '555036d77cea80f95415dcf4', '573696076e3b12023e51a442', '573696756e3b12023e5820d0', '573695986e3b12023e4b7a2d', '573695ff6e3b12023e513565', '5736962e6e3b12023e53c5b1', '573695ff6e3b12023e513503', '573695626e3b12023e488e53', '5736962f6e3b12023e53d023', '573696376e3b12023e544367', '573696ca6e3b12023e5cb18b', '555036d77cea80f95415dd57', '573696326e3b12023e53fa07', '573697f56e3b12023e6cf529', '573696a16e3b12023e5a89be', '573696616e3b12023e56e35b', '5736976e6e3b12023e6552d4', '5736987d6e3b12023e73d1a5', '573695fe6e3b12023e511617', '5736960b6e3b12023e51e087', '573696006e3b12023e5139f8', '573695d06e3b12023e4e8807', '57a4e91aac44365e35c97d06', '573695646e3b12023e48a158', '573695f46e3b12023e5090cb', '555036e67cea80f954166184', '5736959c6e3b12023e4bc4b6', '5736960b6e3b12023e51e579', '57a4e91aac44365e35c97cf9', '573697f56e3b12023e6cf52b', '5736987d6e3b12023e73d532', '573695846e3b12023e4a637e', '573695676e3b12023e48c4cd', '573696796e3b12023e5855e9', '573696066e3b12023e51999a', '5736987d6e3b12023e73d563', '573696056e3b12023e5186b2', '573697dd6e3b12023e6bb543', '58d82fb2d649053542fd1894', '573696036e3b12023e516b5c', '5736967c6e3b12023e58839a', '573696616e3b12023e56e533', '5736976e6e3b12023e655bbe', '573695636e3b12023e489cd0', '573696616e3b12023e56e38a', '573696086e3b12023e51b209', '573696e16e3b12023e5e0696', '573696f76e3b12023e5f3591', '573697f56e3b12023e6cf737', '573695d06e3b12023e4e85ee', '573696086e3b12023e51b464', '5736960b6e3b12023e51e470', '5736960f6e3b12023e52181b', '5736975c6e3b12023e645863', '5736967c6e3b12023e587ea7', '5736960c6e3b12023e51eaa2', '5736965a6e3b12023e566aff', '57a4e921ac44365e35c98f7c', '58d83051d649053542fea262', '5736960f6e3b12023e52196e', '573697276e3b12023e6197aa', '573696ca6e3b12023e5caf73', '5736960d6e3b12023e52089a']",33,66,17944.0
1278582,P. Hammann,"['166625', '422837', '523029', '523489', '588738', '589766', '591149', '593266', '594560', '622025', '625155', '630792', '872214', '1023690', '1361731', '1363755', '1364069', '1365332', '1378345', '1746409', '1747125', '1751378']","['573695ed6e3b12023e50211e', '573695ed6e3b12023e5026ed', '573695ed6e3b12023e502386']",22,3,2159.0
1279413,P. K. Agrawal,"['137532', '164543', '1025376', '1499595']","['573698016e3b12023e6da13f', '5736982e6e3b12023e6ff446']",4,2,7102.0
1282523,P. S. Gopalakrishnan,"['147875', '368594', '393615', '672718', '766881', '957757', '966912', '1093354', '1138902', '1148707', '1176969', '1201304', '1325324', '1422224', '1458952', '1479802', '1505215', '1530386', '1597918']","['555037577cea80f954182d93', '573697316e3b12023e621b09', '573697316e3b12023e62191f', '573696fe6e3b12023e5f8e9e', '573695986e3b12023e4b7b77', '573696fc6e3b12023e5f7d47', '555037557cea80f954181efc', '555037557cea80f954181a8b', '555037557cea80f954182806', '5736958b6e3b12023e4ac23d', '573695cd6e3b12023e4e6be6', '5736958b6e3b12023e4ac2ee', '573696456e3b12023e55131a', '5736980d6e3b12023e6e437f', '573696516e3b12023e55e19d', '573697316e3b12023e621b29', '573696ff6e3b12023e5f9cdb', '573697316e3b12023e621ff0']",19,18,1349.0
1285832,Padam Kumar,"['25229', '43847', '119740', '120612', '415614', '582634', '723063', '942448', '1226969', '1291636', '1346967', '1474501', '1487062', '1501881', '1502388', '1590103', '1737518', '1838151']","['573698016e3b12023e6da0df', '573696c66e3b12023e5c68e2', '5736958c6e3b12023e4ac632', '5736977a6e3b12023e661815', '573698326e3b12023e7021ba', '573696ab6e3b12023e5b0043', '5736985f6e3b12023e725760', '573698156e3b12023e6e95a2', '573695886e3b12023e4a936d', '5736960c6e3b12023e51fbac', '555036c27cea80f95415265a', '573696a96e3b12023e5ae3bb', '5736981d6e3b12023e6f0ca7', '555036f87cea80f95416bb96', '5736955b6e3b12023e483a29', '5736976c6e3b12023e653e25', '5736969c6e3b12023e5a4dd5', '573696936e3b12023e59d119', '573696516e3b12023e55ef6b', '5736977a6e3b12023e66181c', '573697a46e3b12023e68967a', '555036c67cea80f954154d3f', '573697f26e3b12023e6cc7ca', '573697506e3b12023e63b212', '5736958c6e3b12023e4ac4f6']",18,25,7102.0
1287067,Pamela M. Murray-Tuite,"['127055', '254418', '631811', '663381', '813371', '991891', '1139021', '1359373', '1381662', '1564846', '1656596', '1759474', '1786640', '1856874']","['5736954c6e3b12023e478a94', '5736959b6e3b12023e4ba361', '573696286e3b12023e5377b5', '5736978f6e3b12023e674c77', '5736959b6e3b12023e4ba372', '5736978e6e3b12023e67488a', '573696a26e3b12023e5aa414', '573697fb6e3b12023e6d505d']",14,8,13135.0
1289195,Paola D'Aquino,"['57829', '117066', '309407', '561909', '851119', '886739', '976857', '1065555', '1480279', '1515287', '1709139']","['573695f46e3b12023e508d92', '573695f46e3b12023e509281', '57a4e932ac44365e35c9bf79', '573696756e3b12023e581f51', '573695e46e3b12023e4fa225', '555036bc7cea80f95414e8ea', '573696766e3b12023e582524', '573696266e3b12023e536a48', '573696766e3b12023e582596', '555036dd7cea80f95416125a', '573695e46e3b12023e4fa4b6', '573695f46e3b12023e509123', '555036d37cea80f95415a5cc', '573696756e3b12023e5820bb', '573695f46e3b12023e508bf9', '573695776e3b12023e49aacf', '573696766e3b12023e582516']",11,17,7789.0
1289475,Paola Virga,"['62878', '87527', '216304', '221395', '331301', '346539', '392505', '393615', '428370', '533449', '559552', '613765', '766800', '808372', '1030742', '1083971', '1093354', '1308455', '1339116', '1376559', '1447922', '1492531', '1496251', '1527919', '1709011', '1869548']","['573696fd6e3b12023e5f8588', '573697886e3b12023e66e1cf', '573696c46e3b12023e5c584e', '573697006e3b12023e5fac48', '5736979b6e3b12023e68114e', '573697736e3b12023e65ab13']",26,6,1349.0
1291570,Parisa Lak,"['45546', '47006', '110826', '144104', '162665', '162668', '205956', '236714', '250070', '319026', '684818', '728159', '1095867', '1128297', '1275409', '1297483', '1309847', '1341021', '1574194', '1619292']","['5843774bac44360f1083974d', '58d8303fd649053542fe7bfb', '5736979f6e3b12023e68432d', '5736980b6e3b12023e6e2a68', '5736980b6e3b12023e6e2784', '58437785ac44360f1084318b', '58d8303fd649053542fe7c10', '58437762ac44360f1083d121', '57d063b4ac4436735428dcc6']",20,9,4065.0
